Startup-Time:    0.000000
timestamp, pos_x, pos_y, pos_z, vel_x, vel_y, acc_x, acc_y, acc_z, att_force_x, att_force_y, att_force_z, member_force_x, member_force_y, member_force_z, rep_force_x, rep_force_y, rep_force_z
   2.004804,      0,      0,  12032,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000
   2.067332,      0,      0,  12032,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000
   2.129860,      0,      0,  12032,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000
   2.192388,      0,      0,  12032,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000
   2.254916,      0,      0,  12032,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000
   2.317444,      0,      0,  12032,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000
   2.379972,      0,      0,  12032,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000
   2.442500,      0,      0,  12032,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000
   2.505028,      0,      0,  12032,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000
   2.567556,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   2.630084,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   2.692612,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   2.755140,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   2.817668,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   2.880196,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   2.942724,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43547.7031, -36321.1133,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.005252,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 65321.5547, -54481.6719,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.067780,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87095.4062, -72642.2266,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.130308,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87095.4062, -72642.2266,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.192836,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.255364,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.317892,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.380420,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.442948,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.505476,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.568004,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.630532,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.693060,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.755588,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.818116,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.880644,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108869.2578, -90802.7812,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   3.943172,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 108880.2109, -90835.3828,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.005700,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87110.0156, -72679.7500,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.068228,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87110.0156, -72679.7500,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.130756,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87110.0156, -72679.7500,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.193284,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87110.0156, -72679.7500,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.255812,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87110.0156, -72679.7500,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.318340,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87110.0156, -72679.7500,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.380868,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87110.0156, -72679.7500,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.443396,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87110.0156, -72679.7500,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.505924,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87105.6562, -72724.5000,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.568452,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87105.6562, -72724.5000,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.630980,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87105.6562, -72724.5000,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.693508,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 87105.6562, -72724.5000,     0.0000,     0.0000,     0.0000,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.756036,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 65347.5117, -54565.9648,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.818564,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 65347.5117, -54565.9648,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   4.881092,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 65348.4492, -54566.1016,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,    -0.9364,     0.1356,     0.0000
   4.943620,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 65348.4492, -54566.1016,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.006148,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 65348.4492, -54566.1016,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.068676,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5117, -36388.8320,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.131204,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5117, -36388.8320,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,    -0.0000,    -0.0000,     0.0000
   5.193732,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5117, -36388.8320,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,    -0.0000,    -0.0000,     0.0000
   5.256260,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5117, -36388.8320,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.318788,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,    -0.0061,     0.0030,     0.0000
   5.381316,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.443844,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.506372,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.568900,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.631428,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.693956,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.756484,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.819012,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.881540,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   5.944068,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.006596,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 43594.5195, -36388.8359,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.069124,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.131652,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.194180,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.256708,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.319236,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.381764,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.444292,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.506820,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.569348,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.631876,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.694404,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.756932,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.819460,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.881988,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   6.944516,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.007044,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.069572,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.132100,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.194628,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.257156,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.319684,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.382212,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.444740,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.507268,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.569796,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
   7.632324,   1280,  -1280,  12032,     5.0000,    -5.0000,     0.0000, 21818.3691, -18243.1797,     0.0000,    25.2162,    15.8333,     0.0000, 21773.8516, -18160.5566,     0.0000,     0.0000,     0.0000,     0.0000
